sample_count, ms, RAW_Acc X1[G], RAW_Acc Y1[G], RAW_Acc Z1[G], RAW_Gyro X1[deg/s], RAW_Gyro Y1[deg/s], RAW_Gyro Z1[deg/s], RAW_Acc X2[G], RAW_Acc Y2[G], RAW_Acc Z2[G], RAW_Gyro X2[deg/s], RAW_Gyro Y2[deg/s], RAW_Gyro Z2[deg/s], RAW_Acc X3[G], RAW_Acc Y3[G], RAW_Acc Z3[G], RAW_Gyro X3[deg/s], RAW_Gyro Y3[deg/s], RAW_Gyro Z3[deg/s], RAW_Acc X4[G], RAW_Acc Y4[G], RAW_Acc Z4[G], RAW_Gyro X4[deg/s], RAW_Gyro Y4[deg/s], RAW_Gyro Z4[deg/s]
0,0,-0.6118164,-0.11352539,0.7692871,987.4962,974.44275,5.328244,0.12158203,-0.22216797,0.9758301,1000.38165,997.0229,994.80914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,-0.6398926,-0.12182617,0.76904297,987.52673,974.4275,5.3435116,0.10546875,-0.20336914,0.9296875,1000.30536,996.9466,994.80914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,-0.6398926,-0.12182617,0.76904297,987.52673,974.4275,5.3435116,0.07910156,-0.23413086,0.9423828,1000.1985,996.80914,994.9771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,-0.6245117,-0.1394043,0.77856445,987.4351,974.1985,5.29771,0.11645508,-0.25341797,0.96435547,1000.15265,996.7939,994.9924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,7,-0.6340332,-0.14282227,0.78222656,987.374,974.16797,5.29771,0.088378906,-0.22436523,0.9836426,1000.0611,996.7786,994.9313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,9,-0.6599121,-0.12158203,0.74975586,987.46564,974.1832,5.29771,0.10620117,-0.21606445,0.9572754,1000.0,996.76337,994.9313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,11,-0.70532227,-0.18383789,0.74365234,987.5115,974.1985,5.3129773,0.08691406,-0.19750977,0.9614258,1000.0305,996.7176,994.96185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,13,-0.64038086,-0.12060547,0.8388672,987.542,974.229,5.3129773,0.12670898,-0.23632812,0.95214844,1000.0,996.7481,994.9924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,15,-0.6455078,-0.16894531,0.7602539,987.52673,974.3664,5.3435116,0.092285156,-0.22045898,0.9733887,999.9542,996.7481,995.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,17,-0.65771484,-0.12402344,0.74853516,987.4351,974.44275,5.3435116,0.09814453,-0.24707031,0.96118164,999.98474,996.7176,995.03815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,19,-0.7089844,-0.1640625,0.6821289,987.46564,974.3664,5.389313,0.09106445,-0.17285156,0.95654297,999.8931,996.6565,995.0229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,21,-0.65893555,-0.16210938,0.76049805,987.4809,974.397,5.2671757,0.07397461,-0.21142578,0.9562988,999.8626,996.7023,994.9313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,23,-0.6435547,-0.15917969,0.70996094,987.4504,974.458,5.19084,0.053955078,-0.27124023,0.99609375,999.84735,996.7481,994.96185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,25,-0.6491699,-0.11401367,0.76660156,987.542,974.5954,5.221374,0.072753906,-0.22070312,1.001709,999.7252,996.7176,995.0229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,28,-0.6791992,-0.14819336,0.77319336,987.55725,974.58014,5.3129773,0.09106445,-0.2783203,0.89746094,999.69464,996.73285,995.0229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,29,-0.63305664,-0.19311523,0.7524414,987.603,974.5649,5.3129773,0.12988281,-0.25146484,0.96777344,999.64886,996.73285,995.0687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,31,-0.6652832,-0.17285156,0.7675781,987.58777,974.5954,5.221374,0.10986328,-0.24072266,0.9711914,999.61835,996.7481,995.0229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,33,-0.6796875,-0.12768555,0.74853516,987.58777,974.64124,5.145038,0.018310547,-0.22387695,0.95166016,999.55725,996.73285,994.9466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,35,-0.6850586,-0.18164062,0.75756836,987.6794,974.626,5.2519083,0.11621094,-0.24780273,0.9394531,999.5115,996.7023,994.9771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,37,-0.62939453,-0.1394043,0.78686523,987.7405,974.44275,5.2366414,0.10058594,-0.22924805,0.9819336,999.46564,996.7176,994.96185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,39,-0.63549805,-0.18164062,0.7438965,987.8015,974.53436,5.29771,0.123291016,-0.23095703,0.984375,999.41986,996.76337,994.9466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,41,-0.6809082,-0.14794922,0.763916,987.8626,974.5954,5.29771,0.096191406,-0.25732422,0.99560547,999.4504,996.7786,994.9313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,43,-0.68481445,-0.19238281,0.7158203,987.8931,974.50385,5.29771,0.107666016,-0.22241211,0.970459,999.4962,996.7023,994.96185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,46,-0.66381836,-0.15185547,0.7312012,987.8168,974.5191,5.2824426,0.10083008,-0.21044922,0.97680664,999.46564,996.73285,994.9924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,47,-0.6760254,-0.16674805,0.826416,987.78625,974.458,5.4503818,0.07446289,-0.23242188,0.99365234,999.35876,996.67175,994.9313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,49,-0.685791,-0.13867188,0.73779297,987.771,974.47327,5.3435116,0.118896484,-0.2084961,0.9614258,999.2519,996.5649,994.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,51,-0.68115234,-0.12695312,0.7597656,987.8015,974.44275,5.3129773,0.10253906,-0.21875,0.9824219,999.1756,996.6107,994.9771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,53,-0.67456055,-0.16455078,0.7441406,987.8168,974.38165,5.29771,0.11669922,-0.2331543,0.96899414,999.1145,996.7176,994.9771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,55,-0.69189453,-0.14770508,0.7233887,987.771,974.38165,5.221374,0.07421875,-0.20605469,0.94140625,999.084,996.7481,994.9313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,58,-0.6958008,-0.10986328,0.7746582,987.8015,974.3206,5.1755724,0.06982422,-0.18066406,0.9472656,999.145,996.7481,994.8855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,59,-0.6513672,-0.13598633,0.7409668,987.75574,974.2595,5.2519083,0.07543945,-0.22094727,0.9694824,999.2519,996.76337,994.90076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,61,-0.6542969,-0.16748047,0.7705078,987.7099,974.1985,5.2061067,0.12817383,-0.2055664,0.99365234,999.26715,996.7786,994.7481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,63,-0.6376953,-0.1027832,0.7824707,987.6794,974.27484,5.2671757,0.05126953,-0.24291992,0.9321289,999.3435,996.8244,994.76337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,66,-0.595459,-0.17285156,0.7062988,987.6794,974.4885,5.3129773,0.13671875,-0.22045898,0.9555664,999.3435,996.8397,994.6565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,67,-0.63427734,-0.1472168,0.77368164,987.6336,974.47327,5.3587785,0.060546875,-0.23730469,0.98217773,999.3435,996.90076,994.64124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,69,-0.63427734,-0.13623047,0.734375,987.7252,974.458,5.1755724,0.0871582,-0.19848633,0.95581055,999.32825,996.87024,994.6107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,71,-0.6513672,-0.20361328,0.7519531,987.78625,974.397,5.2061067,0.08935547,-0.1887207,0.9187012,999.2977,996.8855,994.58014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,74,-0.6464844,-0.1784668,0.7626953,987.7099,974.41223,5.2824426,0.041748047,-0.18847656,0.98339844,999.2825,996.9313,994.53436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,76,-0.65356445,-0.1430664,0.77612305,987.7405,974.4275,5.3129773,0.14648438,-0.25268555,0.96972656,999.2061,996.916,994.5649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,78,-0.68066406,-0.13500977,0.7746582,987.87787,974.458,5.3587785,0.088134766,-0.23608398,0.91552734,999.1145,996.8855,994.5496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,80,-0.69384766,-0.14453125,0.73583984,987.8015,974.3664,5.2366414,0.103271484,-0.22265625,0.9511719,999.12976,996.916,994.4885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,82,-0.68603516,-0.13989258,0.6960449,987.61835,974.44275,5.3129773,0.10498047,-0.21069336,0.9567871,999.12976,996.916,994.50385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,84,-0.6726074,-0.1652832,0.736084,987.542,974.35114,5.2824426,0.07324219,-0.22680664,0.97314453,999.0687,996.8855,994.4885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,86,-0.65649414,-0.087890625,0.79345703,987.64886,974.3206,5.2671757,0.04663086,-0.18652344,0.9577637,999.145,996.916,994.50385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,88,-0.66845703,-0.13549805,0.7109375,987.55725,974.2595,5.221374,0.10498047,-0.22924805,0.9628906,999.19086,997.0229,994.47327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,89,-0.68530273,-0.1340332,0.7709961,987.4809,974.3359,5.145038,0.1105957,-0.1694336,0.9511719,999.23663,997.0229,994.53436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,91,-0.6765137,-0.17407227,0.7753906,987.46564,974.38165,5.068702,0.12866211,-0.22583008,0.9399414,999.313,996.8244,994.6107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,93,-0.64038086,-0.12060547,0.71362305,987.4809,974.41223,5.0534353,0.08691406,-0.17944336,0.9748535,999.32825,996.73285,994.6565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,94,-0.6850586,-0.10205078,0.79711914,987.52673,974.35114,5.038168,0.06762695,-0.1875,0.9362793,999.2977,996.7786,994.6565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,96,-0.66015625,-0.14770508,0.7285156,987.4962,974.3206,4.9160304,0.063964844,-0.2277832,0.93188477,999.2977,996.73285,994.6107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,98,-0.68481445,-0.125,0.76660156,987.4351,974.35114,4.8702292,0.0847168,-0.19140625,0.9729004,999.38934,996.7023,994.626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,100,-0.6479492,-0.12695312,0.71435547,987.4351,974.2901,4.778626,0.076660156,-0.25097656,1.0046387,999.35876,996.6565,994.626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,102,-0.6381836,-0.122802734,0.7685547,987.4962,974.2595,4.6564884,0.09692383,-0.23168945,0.9440918,999.41986,996.7023,994.5954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,104,-0.6748047,-0.079589844,0.763916,987.52673,974.27484,4.6870227,0.050048828,-0.2626953,0.9777832,999.4351,996.7481,994.64124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,106,-0.6748047,-0.079589844,0.763916,987.52673,974.27484,4.6870227,0.07324219,-0.2644043,0.9321289,999.41986,996.73285,994.6107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,108,-0.673584,-0.12573242,0.73413086,987.55725,974.229,4.70229,0.1105957,-0.26660156,0.939209,999.5115,996.7176,994.58014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,110,-0.64819336,-0.111572266,0.7871094,987.6336,974.229,4.59542,0.08959961,-0.1796875,0.97802734,999.603,996.73285,994.5954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,112,-0.64746094,-0.19238281,0.78930664,987.603,974.21375,4.5038166,0.14892578,-0.21289062,0.95410156,999.603,996.7481,994.67175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,114,-0.6467285,-0.12646484,0.7141113,987.52673,974.229,4.442748,0.09057617,-0.21069336,0.9729004,999.58777,996.8397,994.7939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,116,-0.6245117,-0.18066406,0.71850586,987.52673,974.2901,4.5343513,0.15283203,-0.19750977,0.9272461,999.542,996.9771,994.87024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,118,-0.63916016,-0.13330078,0.85839844,987.55725,974.2901,4.5648856,0.087646484,-0.20483398,0.9604492,999.58777,996.90076,994.80914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,121,-0.6813965,-0.11621094,0.7805176,987.6336,974.38165,4.6412215,0.10961914,-0.18554688,0.93725586,999.64886,996.87024,994.7481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,123,-0.6723633,-0.14428711,0.7702637,987.603,974.397,4.671756,0.115234375,-0.19628906,0.9382324,999.6336,996.9313,994.7786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,125,-0.6411133,-0.15527344,0.7624512,987.603,974.38165,4.7175574,0.08959961,-0.29589844,0.9628906,999.64886,997.0229,994.7939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,127,-0.62231445,-0.13500977,0.8198242,987.6794,974.2595,4.7938933,0.10961914,-0.19018555,0.9880371,999.8321,997.05347,994.7481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,128,-0.67333984,-0.13769531,0.7468262,987.6641,974.229,4.80916,0.08276367,-0.19799805,0.9382324,999.8168,997.0687,994.76337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,130,-0.6723633,-0.10205078,0.7036133,987.55725,974.24426,4.9007635,0.104003906,-0.20288086,0.9433594,999.8015,997.03815,994.8397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,132,-0.6591797,-0.11450195,0.76904297,987.4809,974.3206,4.961832,0.06567383,-0.21020508,0.9470215,999.9084,997.03815,994.8855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,134,-0.6965332,-0.16015625,0.7668457,987.4962,974.4275,5.038168,0.0925293,-0.20581055,0.9680176,1000.0,997.0229,994.8855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,136,-0.6411133,-0.1394043,0.7927246,987.55725,974.4275,5.0534353,0.13623047,-0.26123047,0.9897461,1000.07635,997.0687,994.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,138,-0.64501953,-0.11767578,0.7302246,987.52673,974.4275,5.068702,0.1159668,-0.18920898,0.9794922,1000.1374,997.084,994.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,140,-0.64404297,-0.16186523,0.8059082,987.5115,974.4885,4.961832,0.095214844,-0.25610352,1.0012207,1000.1374,997.12976,994.8855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,142,-0.67578125,-0.084228516,0.7290039,987.542,974.3359,4.9923663,0.107421875,-0.23608398,0.9890137,1000.16797,997.09924,994.80914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,145,-0.607666,-0.15429688,0.71240234,987.5725,974.41223,4.9770994,0.09472656,-0.22485352,0.9838867,1000.2595,997.1145,994.80914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,147,-0.66259766,-0.17016602,0.78930664,987.58777,974.458,4.9923663,0.13061523,-0.24560547,0.93969727,1000.24426,997.12976,994.76337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,148,-0.69384766,-0.1315918,0.69091797,987.61835,974.47327,4.9465647,0.07910156,-0.23632812,0.99438477,1000.3206,997.19086,994.73285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,150,-0.64453125,-0.15820312,0.74438477,987.6641,974.38165,4.9770994,0.08666992,-0.20214844,0.9445801,1000.3359,997.1145,994.87024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,152,-0.6682129,-0.14208984,0.79418945,987.61835,974.21375,5.038168,0.07763672,-0.24047852,0.9812012,1000.38165,997.05347,994.87024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,154,-0.6616211,-0.16308594,0.80615234,987.58777,974.21375,5.068702,0.068603516,-0.19946289,0.95703125,1000.397,997.05347,994.80914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,156,-0.6911621,-0.16552734,0.7739258,987.55725,974.2595,5.038168,0.08520508,-0.22924805,0.9592285,1000.47327,997.03815,994.8855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,158,-0.67700195,-0.09033203,0.7492676,987.55725,974.30536,5.1603055,0.103027344,-0.19946289,0.9904785,1000.4885,997.0076,994.9313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,160,-0.6401367,-0.12939453,0.7861328,987.542,974.27484,5.2671757,0.109375,-0.23852539,1.0187988,1000.5191,997.05347,994.9924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,162,-0.6088867,-0.13964844,0.7770996,987.4046,974.24426,5.2671757,0.087402344,-0.24902344,0.9736328,1000.53436,997.0687,994.9466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,164,-0.642334,-0.1237793,0.7351074,987.32825,974.2901,5.3587785,0.083496094,-0.21582031,0.9448242,1000.50385,997.03815,994.96185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,167,-0.6430664,-0.087402344,0.74487305,987.35876,974.229,5.40458,0.11328125,-0.24438477,0.93188477,0.030534351,997.1145,994.9771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,168,-0.68066406,-0.1459961,0.8027344,987.4046,974.21375,5.374046,0.08618164,-0.2680664,0.9519043,0.061068702,997.145,994.96185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,170,-0.6452637,-0.13549805,0.779541,987.4046,974.24426,5.3587785,0.14135742,-0.22290039,0.9748535,0.07633588,997.1145,994.90076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,172,-0.6555176,-0.15307617,0.72314453,987.26715,974.397,5.4351144,0.02758789,-0.23608398,0.9951172,0.045801528,997.1145,994.90076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,174,-0.64941406,-0.19384766,0.7607422,987.2214,974.3664,5.4351144,0.14916992,-0.24707031,0.9477539,1000.53436,997.12976,994.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,176,-0.6791992,-0.17211914,0.7331543,987.2519,974.2901,5.4198475,0.1328125,-0.19262695,0.9812012,0.045801528,997.12976,994.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
